Player_bowling_id,matches,innings,overs,maidens,runs,wickets,best_bowling,average,economy,strike_rate,four_wkts,five_wkts,catches,stumps,Season_Id,Team_Id,Name,Player_Id
673,8,8,29,0,254,8,13210,31.75,8.61,22.1,0,0,1,0,7,6,"Umaid Asif",161
674,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,6,4,"Paul Stirling",274
675,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,0,5,5,"Shane Watson",16
676,9,9,31,0,302,13,45031,23.23,9.74,14.3,1,0,1,0,4,6,"Usman Shinwari",104
677,2,2,7,0,46,3,45010,15.33,6.57,14,0,0,0,0,3,4,"Zafar Gohar",46
678,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,7,5,"Umar Akmal",44
679,9,9,31,0,306,8,44974,38.25,9.71,23.6,0,0,4,0,6,3,"Umaid Asif",161
680,11,10,30,0,252,12,45012,21,8.4,15,0,0,6,0,5,2,"David Wiese",143
681,2,2,5,0,43,1,44956,43,8.6,30,0,0,1,0,4,2,"Hardus Viljoen",201
682,7,7,23,0,233,8,45010,29.12,10.13,17.2,0,0,0,0,7,3,"Usman Qadir",114
683,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,6,4,"Umar Amin",15
684,4,4,12,0,112,3,44985,37.33,9.33,24,0,0,2,0,5,3,"Yasir Shah",45
685,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,0,4,1,"James Vince",32
686,3,3,12,0,83,2,44954,41.5,6.91,36,0,0,0,0,7,6,"Usman Shinwari",104
687,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,0,6,5,"Usman Khan",307
688,3,3,10,0,62,5,45016,12.4,6.2,12,0,0,1,0,5,4,"Zafar Gohar",46
689,13,13,50,0,338,17,45002,19.88,6.78,17.5,0,0,5,0,4,3,"Wahab Riaz",66
690,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,7,5,"James Vince",32
691,4,4,15,0,108,4,44979,27,7.2,22.5,0,0,1,0,6,1,"Usman Qadir",114
692,1,1,3,0,26,0,NULL,NULL,9.17,NULL,0,0,0,0,5,5,"Zahid Mahmood",310
693,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,4,4,"Chadwick Walton",138
694,10,10,39,0,349,9,44976,38.77,8.94,26,0,0,4,0,7,3,"Wahab Riaz",66
695,5,5,18,0,173,5,11749,34.6,9.61,21.6,0,0,0,0,6,5,"Usman Shinwari",104
696,2,2,7,0,68,2,44951,34,8.86,23,0,0,0,0,4,4,"Waqas Maqsood",177
697,8,8,30,0,282,12,12875,23.5,9.4,15,1,0,2,0,7,4,"Waqas Maqsood",177
698,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,6,1,"James Vince",32
699,12,1,1,0,10,1,44936,10,10,6,0,0,3,0,4,5,"Shane Watson",16
700,13,13,29,0,244,9,44968,27.11,8.36,19.4,0,0,4,0,7,2,"David Wiese",143
701,12,12,47,2,422,18,45033,23.44,8.97,15.6,1,0,1,0,6,3,"Wahab Riaz",66
702,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,4,2,"Riki Wessels",162
703,8,8,25,0,208,13,45007,16,8.15,11.7,0,0,4,0,7,1,"David Willey",353
704,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,2,6,6,"Chadwick Walton",138
705,7,7,24,0,204,5,44941,40.8,8.5,28.8,0,0,3,0,4,2,"David Wiese",143
706,1,1,4,0,45,1,16438,45,11.25,24,0,0,0,0,7,5,"Luke Wood",347
707,1,1,3,0,38,0,NULL,NULL,12.66,NULL,0,0,0,0,6,3,"Waqar Salamkheil",205
708,5,5,17,0,136,3,44957,45.33,7.92,34.3,0,0,1,0,4,2,"Yasir Shah",45
709,7,7,20,0,192,7,44978,27.42,9.36,17.5,0,0,1,0,6,6,"Waqas Maqsood",177
710,2,2,7,0,58,3,10990,19.33,8.28,14,0,0,0,0,4,4,"Zafar Gohar",46
711,1,1,3,0,21,0,NULL,NULL,7,NULL,0,0,0,0,7,4,"Zafar Gohar",46
712,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,6,5,"Jake Weatherald",308
713,2,2,7,0,49,1,44946,49,7,42,0,0,0,0,7,4,"Zahid Mahmood",310
714,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,6,3,"Jonathan Wells",302
715,2,2,7,0,67,2,11689,33.5,9.57,21,0,0,1,0,7,4,"Zahir Khan",178
716,4,4,11,0,102,2,44956,51,9.27,33,0,0,0,0,6,2,"David Wiese",143
717,13,13,47,2,387,18,45032,21.5,8.26,15.6,1,0,3,0,7,2,"Zaman Khan",340
718,2,2,4,0,65,0,NULL,NULL,16.25,NULL,0,0,0,0,6,5,"Jack Wildermuth",309
719,3,3,7,0,100,0,NULL,NULL,14.28,NULL,0,0,1,0,6,4,"Zafar Gohar",46
720,2,2,2,0,17,1,44936,17,6.8,15,0,0,0,0,7,4,"Zeeshan Zameer",272
721,6,6,20,0,217,6,47150,36.16,10.85,20,0,0,0,0,6,5,"Zahid Mahmood",310
722,2,2,8,0,56,1,44951,56,7,48,0,0,1,0,6,5,"Zahir Khan",178
723,1,1,1,0,23,0,NULL,NULL,23,NULL,0,0,0,0,6,5,"Zahoor Khan",311
