Player_team_id,Season_Id,Team_Id,age,Player_id
827,7,5,"24y 351d",314
828,7,5,"31y 100d",20
829,7,5,"28y 78d",252
830,7,5,"24y 153d",235
831,7,5,"21y 251d",211
832,7,5,"27y 266d",77
833,7,5,"18y 300d",212
834,7,5,"16y 343d",281
835,7,5,"31y 144d",112
836,7,5,"41y 286d",62
837,7,5,"20y 47d",346
838,7,5,"37y ",30
839,7,5,"31y 200d",44
840,7,5,"30y 273d",32
841,7,5,"26y 132d",347
842,7,5,"22y 80d",348
843,7,1,"29y 194d",349
844,7,1,"21y 16d",350
845,7,1,"20y 251d",277
846,7,1,"34y 17d",71
847,7,1,"34y 352d",313
848,7,1,"32y 332d",214
849,7,1,"25y 271d",288
850,7,1,"23y 309d",351
851,7,1,"19y 62d",352
852,7,1,"34y 150d",54
853,7,1,"42y 260d",265
854,7,1,"26y 308d",119
855,7,1,"25y 71d",317
856,7,1,"28y 142d",301
857,7,1,"25y 230d",175
858,7,1,"32y 64d",130
859,7,1,"30y 55d",12
860,7,1,"23y 129d",319
861,7,1,"32y 59d",224
862,7,1,"34y 241d",43
863,7,1,"31y 287d",353
864,7,1,"25y 41d",354
