Player_batting_id,Player_Id,Name,matches,innings,not_out,runs,high_score,high_score_return,average,ball_faced,strike_rate,hundreds,fifties,zeros,fours,sixes,Season_Id,Team_Id,high_score_description
246,311,"Zahoor Khan",1,NULL," ",NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,5,NULL
247,132,"Faheem Ashraf",3,2,0,17,16,No,8.5,20,85,0,0,0,0,1,6,2,NULL
248,49,"Aamer Yamin",3,NULL," ",NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,6,NULL
249,258,"Abdul Nasir",1,1,1,1,1,Yes,NULL,2,50,0,0,0,0,0,5,5,NULL
250,246,"Adil Amin",1,1,1,7,7,Yes,NULL,7,100,0,0,0,1,0,5,3,NULL
251,228,"Ahmed Safi",3,2,2,9,8,Yes,NULL,13,69.23,0,0,0,1,0,5,4,NULL
252,69,"Ahmed Shehzad",7,7,0,61,12,No,8.71,64,95.31,0,0,1,5,3,5,5,NULL
253,206,"Ahsan Ali",3,2,0,16,14,No,8,19,84.21,0,0,0,1,0,5,5,NULL
254,229,"Akif Javed",6,1,1,0,0,Yes,NULL,2,0,0,0,0,0,0,5,4,NULL
255,34,"Azhar Ali",9,9,1,138,65,No,17.25,106,130.18,0,1,1,13,5,5,1,NULL
256,232,"Ali Khan",1,NULL," ",NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,6,NULL
257,72,"Asad Shafiq",2,NULL," ",NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,1,NULL
258,1,"Amad Butt",5,4,0,22,8,No,5.5,17,129.41,0,0,1,0,3,5,4,NULL
259,71,"Anwar Ali",3,3,1,30,14,No,15,17,176.47,0,0,0,2,2,5,5,NULL
260,233,"Arshad Iqbal",7,NULL," ",NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,6,NULL
261,72,"Asad Shafiq",1,1,0,1,1,No,1,1,100,0,0,0,0,0,5,1,NULL
262,85,"Asif Ali",9,7,2,81,20,Yes,16.2,54,150,0,0,0,7,4,5,4,NULL
263,14,"Sharjeel Khan",9,9,1,150,59,No,18.75,115,130.43,0,1,2,14,6,5,5,NULL
264,2,"Babar Azam",12,11,3,473,78,No,59.12,381,124.14,0,5,1,55,5,5,6,NULL
265,247,"Tom Banton",7,7,1,74,34,No,12.33,57,129.82,0,0,2,9,2,5,3,NULL
266,18,"Bilawal Bhatti",2,1,1,1,1,Yes,NULL,1,100,0,0,0,0,0,5,1,NULL
267,19,"Ravi Bopara",6,6,0,92,40,No,15.33,84,109.52,0,0,0,8,2,5,1,NULL
268,193,"Carlos Brathwaite",4,3,1,34,16,Yes,17,24,141.66,0,0,0,3,1,5,3,NULL
269,260,"Ben Cutting",7,7,2,146,53,No,29.2,77,189.61,0,1,2,8,13,5,5,NULL
270,153,"Liam Dawson",4,4,1,49,22,No,16.33,45,108.88,0,0,1,1,1,5,3,NULL
271,37,"Cameron Delport",8,8,0,178,62,No,22.25,147,121.08,0,1,0,13,7,5,6,NULL
272,238,"Dilbar Hussain",11,1,1,8,8,Yes,NULL,12,66.66,0,0,0,0,1,5,2,NULL
273,248,"Faf du",1,1,0,31,31,No,31,25,124,0,0,0,1,1,5,3,NULL
274,132,"Faheem Ashraf",7,5,2,50,20,No,16.66,37,135.13,0,0,0,7,0,5,4,NULL
275,107,"Fakhar Zaman",12,12,0,325,63,No,27.08,252,128.96,0,2,1,36,10,5,2,NULL
276,208,"Fawad Ahmed",5,2,0,18,14,No,9,23,78.26,0,0,0,3,0,5,5,NULL
277,249,"Lewis Gregory",4,4,1,68,25,No,22.66,42,161.9,0,0,0,2,5,5,3,NULL
278,250,"Haider Ali",10,10,1,239,69,No,26.55,152,157.23,0,1,1,20,14,5,3,NULL
279,133,"Alex Hales",9,7,1,272,80,Yes,45.33,183,148.63,0,2,0,25,12,5,6,NULL
280,39,"Hammad Azam",1,1,0,7,7,No,7,5,140,0,0,0,1,0,5,3,NULL
281,196,"Haris Rauf",8,1,0,0,0,No,0,5,0,0,0,1,0,0,5,2,NULL
282,53,"Hasan Ali",9,5,3,29,9,Yes,14.5,19,152.63,0,0,0,3,1,5,3,NULL
283,88,"Hussain Talat",5,3,0,61,37,No,20.33,59,103.38,0,0,0,5,0,5,4,NULL
284,20,"Iftikhar Ahmed",12,10,2,96,25,No,12,79,121.51,0,0,0,7,4,5,6,NULL
285,21,"Imad Wasim",11,8,4,158,50,No,39.5,118,133.89,0,1,0,13,7,5,6,NULL
286,251,"Imam-ul-Haq ",4,4,0,94,56,No,23.5,76,123.68,0,1,0,6,4,5,3,NULL
287,265,"Imran Tahir",10,2,1,4,3,Yes,4,4,100,0,0,0,0,0,5,1,NULL
288,140,"Colin Ingram",9,9,2,206,63,Yes,29.42,137,150.36,0,1,0,18,8,5,4,NULL
289,67,"Chris Jordan",9,3,1,27,14,No,13.5,24,112.5,0,0,0,2,1,5,6,NULL
290,55,"Junaid Khan",3,1,1,0,0,Yes,NULL,1,0,0,0,0,0,0,5,1,NULL
291,44,"Umar Akmal",9,9,0,251,101,No,27.88,155,161.93,1,0,0,31,10,5,3,NULL
292,98,"Khurram Manzoor",1,1,0,63,63,No,63,40,157.5,0,1,0,9,1,5,5,NULL
293,119,"Khushdil Shah",11,10,4,222,70,Yes,37,159,139.62,0,1,0,12,13,5,1,NULL
294,184,"Liam Livingstone",8,7,2,108,54,Yes,21.6,72,150,0,1,1,7,5,5,3,NULL
295,146,"Chris Lynn",8,8,1,284,113,Yes,40.57,158,179.74,1,1,1,32,16,5,2,NULL
296,266,"Adam Lyth",2,2,0,59,50,No,29.5,36,163.88,0,1,0,4,4,5,1,NULL
297,291,"Maaz Khan",3,NULL," ",NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,2,NULL
298,147,"Mitchell McClenaghan",1,NULL," ",NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,6,NULL
299,253,"Saqib Mahmood",1,1,1,2,2,Yes,NULL,3,66.66,0,0,0,0,0,5,3,NULL
300,57,"Dawid Malan",4,4,1,131,64,No,43.66,92,142.39,0,1,0,13,5,5,4,NULL
301,127,"Tymal Mills",4,1,1,4,4,Yes,NULL,5,80,0,0,0,0,0,5,5,NULL
302,23,"Mohammad Amir",4,1,1,7,7,Yes,NULL,9,77.77,0,0,0,1,0,5,3,NULL
303,23,"Mohammad Amir",11,3,1,3,2,No,1.5,7,42.85,0,0,0,0,0,5,6,NULL
304,59,"Mohammad Hafeez",13,12,4,312,98,Yes,39,249,125.3,0,2,1,28,11,5,2,NULL
305,211,"Mohammad Hasnain",9,2,2,3,2,Yes,NULL,3,100,0,0,0,0,0,5,5,NULL
306,218,"Mohammad Ilyas",9,3,2,17,9,No,17,17,100,0,0,0,1,0,5,1,NULL
307,198,"Mohammad Imran",1,1,0,8,8,No,8,4,200,0,0,0,0,1,5,3,NULL
308,10,"Mohammad Irfan",8,NULL," ",NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,1,NULL
309,254,"Mohammad Mohsin",2,1,0,0,0,No,0,6,0,0,0,1,0,0,5,3,NULL
310,77,"Mohammad Nawaz",9,9,3,116,25,Yes,19.33,100,116,0,0,0,14,2,5,5,NULL
311,312,"Mohammad Rizwan",2,1,1,0,0,Yes,NULL,1,0,0,0,0,0,0,5,6,NULL
312,239,"Muhammad Faizan",7,4,2,6,6,No,3,8,75,0,0,1,0,1,5,2,NULL
313,172,"Muhammad Musa",7,2,1,17,17,Yes,17,14,121.42,0,0,1,2,1,5,4,NULL
314,185,"Colin Munro",8,8,1,248,87,Yes,35.42,168,147.61,0,3,1,18,15,5,4,NULL
315,212,"Naseem Shah",6,1,0,7,7,No,7,7,100,0,0,0,0,1,5,5,NULL
316,174,"Wayne Parnell",1,1,0,1,1,No,1,3,33.33,0,0,0,0,0,5,6,NULL
317,121,"Samit Patel",12,9,2,188,71,No,26.85,129,145.73,0,1,0,24,4,5,2,NULL
318,240,"Seekkuge Prasanna",2,1,0,8,8,No,8,8,100,0,0,0,0,1,5,2,NULL
319,101,"Rahat Ali",10,1,0,1,1,No,1,6,16.66,0,0,0,0,0,5,3,NULL
320,241,"Raja Farzan",2,NULL," ",NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,2,NULL
321,175,"Rizwan Hussain",5,4,0,51,22,No,12.75,36,141.66,0,0,0,6,1,5,4,NULL
322,135,"Rohail Nazir",2,2,0,38,24,No,19,31,122.58,0,0,0,4,1,5,1,NULL
323,130,"Rilee Rossouw",9,8,2,212,100,Yes,35.33,149,142.28,1,0,2,21,8,5,1,NULL
324,112,"Jason Roy",8,8,1,233,73,Yes,33.28,194,120.1,0,2,1,25,5,5,5,NULL
325,12,"Rumman Raees",6,1,1,0,0,Yes,NULL,0,NULL,0,0,0,0,0,5,4,NULL
326,234,"Sherfane Rutherford",2,2,0,1,1,No,0.5,4,25,0,0,1,0,0,5,6,NULL
327,242,"Salman Butt",1,1,0,21,21,No,21,24,87.5,0,0,0,2,0,5,2,NULL
328,150,"Salman Irshad",5,2,1,3,2,Yes,3,6,50,0,0,0,0,0,5,2,NULL
329,61,"Daren Sammy",4,3,0,44,30,No,14.66,42,104.76,0,0,0,2,2,5,3,NULL
330,20,"Iftikhar Ahmed",9,9,2,148,41,No,21.14,115,128.69,0,0,0,16,2,5,5,NULL
331,91,"Shadab Khan",9,8,1,263,77,No,37.57,165,159.39,0,3,0,16,15,5,4,NULL
332,151,"Shaheen Shah",12,2,1,14,12,Yes,14,9,155.55,0,0,0,1,1,5,2,NULL
333,62,"Shahid Afridi",9,7,3,99,35,Yes,24.75,65,152.3,0,0,1,4,7,5,1,NULL
334,224,"Shan Masood",11,10,0,283,61,No,28.3,221,128.05,0,1,0,30,2,5,1,NULL
335,14,"Sharjeel Khan",12,11,1,216,74,Yes,21.6,157,137.57,0,1,1,18,16,5,6,NULL
336,17,"Shoaib Malik",9,8,0,278,68,No,34.75,202,137.62,0,3,0,27,8,5,3,NULL
337,43,"Sohaib Maqsood",1,1,0,16,16,No,16,17,94.11,0,0,0,1,1,5,3,NULL
338,152,"Sohail Akhtar",13,13,4,262,68,Yes,29.11,218,120.18,0,2,0,24,9,5,2,NULL
339,29,"Sohail Khan",8,5,2,65,32,No,21.66,60,108.33,0,0,0,3,5,5,5,NULL
340,30,"Sohail Tanvir",10,7,5,51,25,Yes,25.5,45,113.33,0,0,0,4,2,5,1,NULL
341,230,"Dale Steyn",4,NULL," ",NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,4,NULL
342,65,"Tamim Iqbal",3,3,0,83,35,No,27.66,68,122.05,0,0,0,11,2,5,2,NULL
343,161,"Umaid Asif",7,3,1,42,20,No,21,21,200,0,0,0,3,3,5,6,NULL
344,15,"Umar Amin",1,1,0,29,29,No,29,23,126.08,0,0,0,4,0,5,3,NULL
345,188,"Umer Khan",6,1,1,3,3,Yes,NULL,5,60,0,0,0,0,0,5,6,NULL
346,31,"Usama Mir",3,1,1,1,1,Yes,NULL,2,50,0,0,0,0,0,5,6,NULL
347,114,"Usman Qadir",1,NULL," ",NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,1,NULL
348,104,"Usman Shinwari",4,2,1,30,30,No,30,15,200,0,0,0,0,4,5,2,NULL
349,201,"Hardus Viljoen",1,1,0,37,37,No,37,16,231.25,0,0,0,3,3,5,3,NULL
350,32,"James Vince",5,5,1,155,61,Yes,38.75,93,166.66,0,1,0,26,3,5,1,NULL
351,66,"Wahab Riaz",10,7,1,28,13,Yes,4.66,34,82.35,0,0,2,2,1,5,3,NULL
352,138,"Chadwick Walton",12,10,2,176,45,No,22,126,139.68,0,0,0,15,8,5,6,NULL
353,177,"Waqas Maqsood",3,1,1,1,1,Yes,NULL,1,100,0,0,0,0,0,5,6,NULL
354,16,"Shane Watson",9,9,0,247,80,No,27.44,157,157.32,0,2,1,26,16,5,5,NULL
355,143,"David Wiese",11,8,5,131,48,Yes,43.66,77,170.12,0,0,0,10,8,5,2,NULL
356,45,"Yasir Shah",4,1,1,1,1,Yes,NULL,1,100,0,0,0,0,0,5,3,NULL
357,46,"Zafar Gohar",3,1,1,13,13,Yes,NULL,10,130,0,0,0,1,0,5,4,NULL
358,310,"Zahid Mahmood",1,1,1,19,19,Yes,NULL,19,100,0,0,0,2,0,5,5,NULL
359,132,"Faheem Ashraf",11,11,0,202,52,No,18.36,155,130.32,0,2,0,25,6,5,1,NULL
360,49,"Aamer Yamin",8,4,1,39,35,Yes,13,28,139.28,0,0,1,3,2,4,6,NULL
361,190,"Agha Salman",3,3,0,18,13,No,6,30,60,0,0,0,1,0,4,2,NULL
362,69,"Ahmed Shehzad",8,8,2,311,99,No,51.83,245,126.93,0,4,1,30,8,4,5,NULL
363,206,"Ahsan Ali",8,8,0,178,46,No,22.25,136,130.88,0,0,0,16,7,4,5,NULL
364,191,"Aizaz Cheema",1,NULL," ",NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,2,NULL
365,72,"Asad Shafiq",2,1,0,0,0,No,0,0,NULL,0,0,1,0,0,4,1,NULL
366,1,"Amad Butt",2,1,0,0,0,No,0,1,0,0,0,1,0,0,4,4,NULL
367,192,"Corey Anderson",3,2,0,41,22,No,20.5,36,113.88,0,0,0,1,3,4,2,NULL
368,71,"Anwar Ali",3,3,1,30,27,Yes,15,11,272.72,0,0,0,0,4,4,5,NULL
369,85,"Asif Ali",12,11,3,281,70,No,35.12,154,182.46,0,2,2,14,26,4,4,NULL
370,181,"Awais Zia",2,2,0,22,19,No,11,30,73.33,0,0,0,2,0,4,6,NULL
371,14,"Sharjeel Khan",1,1,0,12,12,No,12,15,80,0,0,0,1,0,4,5,NULL
372,2,"Babar Azam",11,11,0,335,77,No,30.45,290,115.51,0,3,1,38,2,4,6,NULL
373,171,"Ian Bell",1,1,0,54,54,No,54,46,117.39,0,1,0,6,0,4,4,NULL
374,19,"Ravi Bopara",2,2,1,4,3,Yes,4,8,50,0,0,0,0,0,4,6,NULL
375,193,"Carlos Brathwaite",1,1,0,6,6,No,6,6,100,0,0,0,1,0,4,2,NULL
376,35,"Dwayne Bravo",6,4,2,23,12,Yes,11.5,29,79.31,0,0,1,3,0,4,5,NULL
377,215,"Dan Christian",8,7,1,97,21,No,16.16,75,129.33,0,0,0,5,5,4,1,NULL
378,207,"Danish Aziz",1,1,0,1,1,No,1,7,14.28,0,0,0,0,0,4,5,NULL
379,153,"Liam Dawson",11,8,2,169,52,Yes,28.16,136,124.26,0,1,1,10,6,4,3,NULL
380,37,"Cameron Delport",12,12,1,355,117,Yes,32.27,265,133.96,1,1,3,35,13,4,4,NULL
381,144,"Anton Devcich",5,5,0,83,28,No,16.6,81,102.46,0,0,0,8,1,4,2,NULL
382,194,"AB de",7,7,3,218,52,Yes,54.5,169,128.99,0,1,0,19,5,4,2,NULL
383,216,"Laurie Evans",5,5,0,83,49,No,16.6,96,86.45,0,0,0,7,0,4,1,NULL
384,132,"Faheem Ashraf",12,10,4,129,31,No,21.5,81,159.25,0,0,0,9,8,4,4,NULL
385,107,"Fakhar Zaman",10,10,0,285,65,No,28.5,207,137.68,0,3,0,33,10,4,2,NULL
386,208,"Fawad Ahmed",12,2,0,0,0,No,0,5,0,0,0,2,0,0,4,5,NULL
387,117,"Andre Fletcher",4,4,0,72,26,No,18,66,109.09,0,0,0,6,4,4,3,NULL
388,195,"Gauhar Ali",3,3,0,30,21,No,10,22,136.36,0,0,0,4,1,4,2,NULL
389,109,"Ghulam Mudassar",5,NULL," ",NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,5,NULL
390,110,"Chris Green",5,3,1,27,18,Yes,13.5,29,93.1,0,0,0,2,0,4,1,NULL
391,209,"Harry Gurney",1,1,1,0,0,Yes,NULL,0,NULL,0,0,0,0,0,4,5,NULL
392,133,"Alex Hales",2,2,0,42,41,No,21,47,89.36,0,0,0,5,1,4,4,NULL
393,39,"Hammad Azam",5,5,1,57,29,No,14.25,58,98.27,0,0,1,4,1,4,1,NULL
394,196,"Haris Rauf",10,3,1,13,7,No,6.5,10,130,0,0,1,1,1,4,2,NULL
395,118,"Haris Sohail",5,5,1,103,43,No,25.75,108,95.37,0,0,1,10,1,4,2,NULL
396,53,"Hasan Ali",13,4,1,8,3,Yes,2.66,10,80,0,0,0,0,0,4,3,NULL
397,124,"Hassan Khan",2,2,1,13,7,No,13,14,92.85,0,0,0,2,0,4,2,NULL
398,88,"Hussain Talat",10,9,0,134,37,No,14.88,111,120.72,0,0,2,10,5,4,4,NULL
399,154,"Ibtisam Sheikh",4,NULL," ",NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3,NULL
400,20,"Iftikhar Ahmed",6,6,3,82,44,Yes,27.33,56,146.42,0,0,1,7,4,4,6,NULL
401,21,"Imad Wasim",11,10,4,115,30,No,19.16,100,115,0,0,1,7,2,4,6,NULL
402,251,"Imam-ul-Haq ",12,12,0,341,59,No,28.41,262,130.15,0,4,0,34,8,4,3,NULL
403,140,"Colin Ingram",11,11,1,344,127,Yes,34.4,209,164.59,1,1,0,34,16,4,6,NULL
404,67,"Chris Jordan",2,2,2,0,0,Yes,NULL,0,NULL,0,0,0,0,0,4,3,NULL
405,55,"Junaid Khan",7,2,1,0,0,Yes,0,1,0,0,0,1,0,0,4,1,NULL
406,44,"Umar Akmal",13,13,0,357,86,No,27.46,259,137.83,0,3,3,42,18,4,3,NULL
407,197,"Sandeep Lamichhane",7,3,3,11,6,Yes,NULL,14,78.57,0,0,0,0,0,4,2,NULL
408,184,"Liam Livingstone",11,11,1,321,82,No,32.1,246,130.48,0,3,1,24,15,4,6,NULL
409,203,"Wayne Madsen",2,2,0,5,5,No,2.5,19,26.31,0,0,1,0,0,4,3,NULL
410,57,"Dawid Malan",2,2,0,39,38,No,19.5,41,95.12,0,0,0,5,0,4,3,NULL
411,127,"Tymal Mills",5,NULL," ",NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3,NULL
412,9,"Misbah-ul-Haq ",3,3,2,126,59,Yes,126,104,121.15,0,1,0,9,5,4,3,NULL
413,217,"Mohammad Abbas",3,1,1,1,1,Yes,NULL,1,100,0,0,0,0,0,4,1,NULL
414,23,"Mohammad Amir",9,5,0,10,6,No,2,11,90.9,0,0,2,0,1,4,6,NULL
415,59,"Mohammad Hafeez",2,2,1,19,14,No,19,14,135.71,0,0,0,1,1,4,2,NULL
416,211,"Mohammad Hasnain",7,2,1,0,0,Yes,0,2,0,0,0,1,0,0,4,5,NULL
417,218,"Mohammad Ilyas",8,4,1,6,3,Yes,2,9,66.66,0,0,1,0,0,4,1,NULL
418,10,"Mohammad Irfan",9,3,2,4,4,Yes,4,4,100,0,0,1,1,0,4,1,NULL
419,10,"Mohammad Irfan",2,2,1,4,4,Yes,4,3,133.33,0,0,1,1,0,4,1,NULL
420,10,"Mohammad Irfan",3,NULL," ",NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,5,NULL
421,77,"Mohammad Nawaz",12,6,4,49,19,No,24.5,45,108.88,0,0,0,2,2,4,5,NULL
422,312,"Mohammad Rizwan",5,5,1,79,34,No,19.75,81,97.53,0,0,0,3,1,4,6,NULL
423,11,"Mohammad Sami",9,5,3,8,2,Yes,4,13,61.53,0,0,0,0,0,4,4,NULL
424,172,"Muhammad Musa",7,3,2,10,8,Yes,10,11,90.9,0,0,0,1,0,4,4,NULL
425,185,"Colin Munro",8,8,0,95,32,No,11.87,77,123.37,0,0,2,9,4,4,6,NULL
426,204,"Nabi Gul",2,1,0,9,9,No,9,12,75,0,0,0,0,0,4,3,NULL
427,173,"Nasir Nawaz",1,1,0,3,3,No,3,5,60,0,0,0,0,0,4,4,NULL
428,221,"Nauman Ali",4,2,0,5,3,No,2.5,7,71.42,0,0,0,0,0,4,1,NULL
429,174,"Wayne Parnell",3,2,0,46,41,No,23,28,164.28,0,0,0,7,1,4,4,NULL
430,121,"Samit Patel",8,6,3,119,45,Yes,39.66,113,105.3,0,0,0,14,1,4,4,NULL
431,100,"Kieron Pollard",13,13,3,284,52,Yes,28.4,164,173.17,0,2,1,19,23,4,3,NULL
432,101,"Rahat Ali",7,2,2,2,1,Yes,NULL,4,50,0,0,0,0,0,4,2,NULL
433,175,"Rizwan Hussain",4,4,0,31,15,No,7.75,41,75.6,0,0,0,3,0,4,4,NULL
434,130,"Rilee Rossouw",12,12,3,295,67,Yes,32.77,217,135.94,0,1,0,36,5,4,5,NULL
435,12,"Rumman Raees",8,3,2,2,2,Yes,2,7,28.57,0,0,1,0,0,4,4,NULL
436,13,"Andre Russell",4,4,0,50,18,No,12.5,30,166.66,0,0,0,5,3,4,1,NULL
437,34,"Azhar Ali",1,1,0,8,8,No,8,9,88.88,0,0,0,0,0,4,2,NULL
438,137,"Sahibzada Farhan",3,3,0,49,30,No,16.33,54,90.74,0,0,0,5,0,4,4,NULL
439,242,"Salman Butt",2,2,0,22,17,No,11,26,84.61,0,0,0,1,0,4,2,NULL
440,159,"Sameen Gul",7,1,1,0,0,Yes,NULL,0,NULL,0,0,0,0,0,4,3,NULL
441,61,"Daren Sammy",13,10,3,228,46,No,32.57,158,144.3,0,0,0,16,11,4,3,NULL
442,20,"Iftikhar Ahmed",12,7,2,146,52,Yes,29.2,122,119.67,0,1,1,9,2,4,5,NULL
443,91,"Shadab Khan",12,9,2,44,15,No,6.28,57,77.19,0,0,3,1,1,4,4,NULL
444,151,"Shaheen Shah",8,5,0,12,4,No,2.4,30,40,0,0,0,0,0,4,2,NULL
445,62,"Shahid Afridi",8,7,2,52,16,Yes,10.4,44,118.18,0,0,1,5,2,4,1,NULL
446,223,"Shakeel Ansar",1,1,1,0,0,Yes,NULL,3,0,0,0,0,0,0,4,1,NULL
447,224,"Shan Masood",4,4,0,112,48,No,28,81,138.27,0,0,0,17,1,4,1,NULL
448,17,"Shoaib Malik",10,9,3,266,53,No,44.33,229,116.15,0,2,0,16,9,4,1,NULL
449,186,"Sikandar Raza",3,3,0,23,14,No,7.66,38,60.52,0,0,0,2,0,4,6,NULL
450,92,"Dwayne Smith",5,3,1,22,11,Yes,11,27,81.48,0,0,0,2,0,4,5,NULL
451,43,"Sohaib Maqsood",5,5,1,69,26,No,17.25,71,97.18,0,0,0,6,3,4,3,NULL
452,152,"Sohail Akhtar",10,9,1,241,75,No,30.12,173,139.3,0,1,0,22,12,4,2,NULL
453,29,"Sohail Khan",5,3,1,5,4,Yes,2.5,5,100,0,0,1,1,0,4,6,NULL
454,30,"Sohail Tanvir",12,4,2,9,7,No,4.5,23,39.13,0,0,1,0,0,4,5,NULL
455,187,"Aaron Summers",2,NULL," ",NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,6,NULL
456,161,"Umaid Asif",8,2,1,0,0,Yes,0,1,0,0,0,1,0,0,4,3,NULL
457,200,"Umair Masood",1,1,0,22,22,No,22,28,78.57,0,0,0,1,0,4,2,NULL
458,44,"Umar Akmal",12,10,2,277,75,Yes,34.62,202,137.12,0,2,1,18,16,4,5,NULL
459,15,"Umar Amin",11,8,3,189,61,Yes,37.8,163,115.95,0,2,1,22,3,4,3,NULL
460,225,"Umar Siddiq",7,7,0,169,53,No,24.14,150,112.66,0,1,0,13,8,4,1,NULL
461,188,"Umer Khan",11,4,1,0,0,Yes,0,3,0,0,0,3,0,0,4,6,NULL
462,104,"Usman Shinwari",9,4,3,2,1,Yes,2,7,28.57,0,0,1,0,0,4,6,NULL
463,201,"Hardus Viljoen",2,2,1,9,8,Yes,9,10,90,0,0,0,1,0,4,2,NULL
464,32,"James Vince",8,8,0,231,84,No,28.87,160,144.37,0,1,1,26,10,4,1,NULL
465,66,"Wahab Riaz",13,9,4,48,20,No,9.6,31,154.83,0,0,1,4,2,4,3,NULL
466,138,"Chadwick Walton",4,4,0,118,48,No,29.5,75,157.33,0,0,1,7,8,4,4,NULL
467,177,"Waqas Maqsood",2,NULL," ",NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,4,NULL
468,16,"Shane Watson",12,12,2,430,91,Yes,43,299,143.81,0,4,1,43,22,4,5,NULL
469,162,"Riki Wessels",2,2,0,24,20,No,12,21,114.28,0,0,0,3,1,4,2,NULL
470,143,"David Wiese",7,6,3,136,45,Yes,45.33,94,144.68,0,0,0,5,10,4,2,NULL
471,45,"Yasir Shah",5,3,1,10,7,No,5,11,90.9,0,0,0,0,1,4,2,NULL
472,46,"Zafar Gohar",2,2,1,11,9,Yes,11,11,100,0,0,0,0,1,4,4,NULL
473,49,"Aamer Yamin",2,2,0,2,1,No,1,4,50,0,0,0,0,0,3,2,NULL
474,190,"Agha Salman",8,8,0,166,50,No,20.75,157,105.73,0,1,0,13,5,3,2,NULL
475,69,"Ahmed Shehzad",10,9,0,173,38,No,19.22,203,85.22,0,0,1,16,3,3,1,NULL
476,1,"Amad Butt",5,1,1,13,13,Yes,NULL,14,92.85,0,0,0,1,0,3,4,NULL
477,71,"Anwar Ali",11,8,2,66,28,Yes,11,48,137.5,0,0,0,4,4,3,5,NULL
478,164,"Jofra Archer",2,1,0,5,5,No,5,4,125,0,0,0,1,0,3,5,NULL
479,72,"Asad Shafiq",8,8,1,116,38,Yes,16.57,116,100,0,0,1,13,3,3,5,NULL
480,85,"Asif Ali",12,11,4,213,45,No,30.42,126,169.04,0,0,0,13,16,3,4,NULL
481,2,"Babar Azam",12,11,1,402,66,No,40.2,329,122.18,0,5,2,33,12,3,6,NULL
482,73,"Bilal Asif",1,NULL," ",NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,2,NULL
483,19,"Ravi Bopara",10,8,4,123,50,Yes,30.75,110,111.81,0,1,1,10,2,3,6,NULL
484,35,"Dwayne Bravo",5,2,1,15,9,Yes,15,13,115.38,0,0,0,1,1,3,1,NULL
485,207,"Danish Aziz",1,NULL," ",NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,6,NULL
486,153,"Liam Dawson",9,7,0,145,62,No,20.71,108,134.25,0,1,0,7,9,3,3,NULL
487,37,"Cameron Delport",2,2,0,18,15,No,9,12,150,0,0,0,0,2,3,2,NULL
488,139,"Joe Denly",12,11,1,323,79,Yes,32.3,257,125.68,0,3,1,40,9,3,6,NULL
489,144,"Anton Devcich",5,5,0,196,70,No,39.2,124,158.06,0,2,0,18,11,3,2,NULL
490,131,"Jean-Paul Duminy",10,9,2,251,73,Yes,35.85,249,100.8,0,2,0,22,8,3,4,NULL
491,132,"Faheem Ashraf",12,8,4,111,54,Yes,27.75,85,130.58,0,1,1,8,6,3,4,NULL
492,107,"Fakhar Zaman",10,10,0,277,94,No,27.7,188,147.34,0,1,1,23,16,3,2,NULL
493,87,"Steven Finn",5,1,0,0,0,No,0,1,0,0,0,1,0,0,3,4,NULL
494,117,"Andre Fletcher",5,5,0,86,34,No,17.2,72,119.44,0,0,0,8,4,3,3,NULL
495,145,"Gulraiz Sadaf",5,5,2,110,42,Yes,36.66,121,90.9,0,0,0,8,3,3,2,NULL
496,133,"Alex Hales",4,4,0,87,46,No,21.75,65,133.84,0,0,0,11,2,3,4,NULL
497,39,"Hammad Azam",2,2,1,3,3,Yes,3,4,75,0,0,1,0,0,3,3,NULL
498,118,"Haris Sohail",3,3,0,19,14,No,6.33,26,73.07,0,0,0,0,1,3,3,NULL
